district_number,district_name,school_number,school_name,year,subgroup,denominator,percent_ca,percent_ca_previous,baseline_year
792,Shelby County Schools,10,Barret's Chapel Elementary/Middle,2018,Students with Disabilities,73,9.6,18.1,2017
792,Shelby County Schools,35,Bolton High,2018,All Students,1022,14.0,13.2,2017
792,Shelby County Schools,35,Bolton High,2018,Black/Hispanic/Native,885,14.8,13.8,2017
792,Shelby County Schools,35,Bolton High,2018,Economically Disadvantaged,392,20.2,21.8,2017
792,Shelby County Schools,35,Bolton High,2018,English Learners,0,*,*,
792,Shelby County Schools,35,Bolton High,2018,Students with Disabilities,152,16.4,17.2,2017
792,Shelby County Schools,67,Dexter Elementary,2018,All Students,835,5.9,13.6,2017
792,Shelby County Schools,67,Dexter Elementary,2018,Black/Hispanic/Native,707,5.7,13.5,2017
792,Shelby County Schools,67,Dexter Elementary,2018,Economically Disadvantaged,386,9.3,20.1,2017
792,Shelby County Schools,67,Dexter Elementary,2018,English Learners,100,0,6.4,2017
792,Shelby County Schools,67,Dexter Elementary,2018,Students with Disabilities,88,5.7,20,2017
792,Shelby County Schools,68,Dexter Middle,2018,All Students,370,4.3,10.5,2017
792,Shelby County Schools,68,Dexter Middle,2018,Black/Hispanic/Native,332,4.8,9.9,2017
792,Shelby County Schools,68,Dexter Middle,2018,Economically Disadvantaged,144,7.6,16,2017
792,Shelby County Schools,68,Dexter Middle,2018,English Learners,30,3.3,9.6,2017
792,Shelby County Schools,68,Dexter Middle,2018,Students with Disabilities,48,6.3,17.5,2017
792,Shelby County Schools,80,E.E. Jeter Elementary/Middle,2018,All Students,373,5.4,7.4,2017
792,Shelby County Schools,80,E.E. Jeter Elementary/Middle,2018,Black/Hispanic/Native,120,6.7,6.5,2017
792,Shelby County Schools,80,E.E. Jeter Elementary/Middle,2018,Economically Disadvantaged,92,8.7,10.7,2017
792,Shelby County Schools,80,E.E. Jeter Elementary/Middle,2018,English Learners,0,*,*,
792,Shelby County Schools,80,E.E. Jeter Elementary/Middle,2018,Students with Disabilities,58,8.6,12.1,2017
792,Shelby County Schools,105,Germantown Elementary,2018,All Students,624,4.6,6.5,2017
792,Shelby County Schools,105,Germantown Elementary,2018,Black/Hispanic/Native,510,5.1,7.1,2017
792,Shelby County Schools,105,Germantown Elementary,2018,Economically Disadvantaged,169,7.7,11.6,2017
792,Shelby County Schools,105,Germantown Elementary,2018,English Learners,55,0,5.6,2017
792,Shelby County Schools,105,Germantown Elementary,2018,Students with Disabilities,51,17.6,12,2017
792,Shelby County Schools,107,Germantown Middle,2018,All Students,689,0.6,1.8,2017
792,Shelby County Schools,107,Germantown Middle,2018,Black/Hispanic/Native,607,0.7,1.5,2017
792,Shelby County Schools,107,Germantown Middle,2018,Economically Disadvantaged,190,1.6,3.6,2017
792,Shelby County Schools,107,Germantown Middle,2018,English Learners,0,*,*,
792,Shelby County Schools,107,Germantown Middle,2018,Students with Disabilities,63,1.6,4.1,2017
792,Shelby County Schools,108,Highland Oaks Elementary,2018,All Students,833,6.1,15.6,2017
792,Shelby County Schools,108,Highland Oaks Elementary,2018,Black/Hispanic/Native,822,6.2,15.7,2017
792,Shelby County Schools,108,Highland Oaks Elementary,2018,Economically Disadvantaged,412,9.2,21.5,2017
792,Shelby County Schools,108,Highland Oaks Elementary,2018,English Learners,107,3.7,10.9,2017
792,Shelby County Schools,108,Highland Oaks Elementary,2018,Students with Disabilities,59,10.2,21.3,2017
792,Shelby County Schools,110,Germantown High,2018,All Students,1990,8.0,13.6,2017
792,Shelby County Schools,110,Germantown High,2018,Black/Hispanic/Native,1612,7.9,13.6,2017
792,Shelby County Schools,110,Germantown High,2018,Economically Disadvantaged,386,15.8,24.7,2017
792,Shelby County Schools,110,Germantown High,2018,English Learners,44,13.6,21.8,2017
792,Shelby County Schools,110,Germantown High,2018,Students with Disabilities,177,9.6,10,2017
792,Shelby County Schools,115,Lucy Elementary,2018,All Students,380,5.5,12.7,2017
792,Shelby County Schools,115,Lucy Elementary,2018,Black/Hispanic/Native,339,5.3,13,2017
792,Shelby County Schools,115,Lucy Elementary,2018,Economically Disadvantaged,251,7.2,15.8,2017
792,Shelby County Schools,115,Lucy Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,115,Lucy Elementary,2018,Students with Disabilities,46,8.7,25,2017
792,Shelby County Schools,118,Macon-Hall Elementary,2018,All Students,1118,4.0,7,2017
792,Shelby County Schools,118,Macon-Hall Elementary,2018,Black/Hispanic/Native,881,3.5,6.3,2017
792,Shelby County Schools,118,Macon-Hall Elementary,2018,Economically Disadvantaged,293,9.6,12.5,2017
792,Shelby County Schools,118,Macon-Hall Elementary,2018,English Learners,67,3.0,5.6,2017
792,Shelby County Schools,118,Macon-Hall Elementary,2018,Students with Disabilities,80,11.3,12.6,2017
792,Shelby County Schools,140,Mt. Pisgah Middle,2018,All Students,464,3.9,5.7,2017
792,Shelby County Schools,140,Mt. Pisgah Middle,2018,Black/Hispanic/Native,398,3.0,5.5,2017
792,Shelby County Schools,140,Mt. Pisgah Middle,2018,Economically Disadvantaged,114,11.4,13.5,2017
792,Shelby County Schools,140,Mt. Pisgah Middle,2018,English Learners,0,*,*,
792,Shelby County Schools,140,Mt. Pisgah Middle,2018,Students with Disabilities,50,6.0,7.7,2017
792,Shelby County Schools,145,Northaven Elementary,2018,All Students,300,14.7,28.4,2017
792,Shelby County Schools,145,Northaven Elementary,2018,Black/Hispanic/Native,289,15.2,29.2,2017
792,Shelby County Schools,145,Northaven Elementary,2018,Economically Disadvantaged,258,16.3,27.3,2017
792,Shelby County Schools,145,Northaven Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,145,Northaven Elementary,2018,Students with Disabilities,46,13.0,25.6,2017
792,Shelby County Schools,175,Southwind Elementary,2018,All Students,711,7.5,10.6,2017
792,Shelby County Schools,175,Southwind Elementary,2018,Black/Hispanic/Native,684,7.6,11.1,2017
792,Shelby County Schools,175,Southwind Elementary,2018,Economically Disadvantaged,323,10.5,15.9,2017
792,Shelby County Schools,175,Southwind Elementary,2018,English Learners,55,7.3,6.8,2017
792,Shelby County Schools,175,Southwind Elementary,2018,Students with Disabilities,70,10.0,19.7,2017
792,Shelby County Schools,178,Southwind High,2018,All Students,1516,18.5,30.8,2017
792,Shelby County Schools,178,Southwind High,2018,Black/Hispanic/Native,1497,18.6,30.9,2017
792,Shelby County Schools,178,Southwind High,2018,Economically Disadvantaged,530,27.0,40.7,2017
792,Shelby County Schools,178,Southwind High,2018,English Learners,60,21.7,29.6,2017
792,Shelby County Schools,178,Southwind High,2018,Students with Disabilities,175,22.3,38.2,2017
792,Shelby County Schools,185,Woodstock Middle School,2018,All Students,250,24.0,22.7,2017
792,Shelby County Schools,185,Woodstock Middle School,2018,Black/Hispanic/Native,240,23.3,22.5,2017
792,Shelby County Schools,185,Woodstock Middle School,2018,Economically Disadvantaged,191,27.2,24.3,2017
792,Shelby County Schools,185,Woodstock Middle School,2018,English Learners,0,*,*,
792,Shelby County Schools,185,Woodstock Middle School,2018,Students with Disabilities,44,40.9,31.1,2017
792,Shelby County Schools,200,Highland Oaks Middle,2018,All Students,654,0.3,11,2017
792,Shelby County Schools,200,Highland Oaks Middle,2018,Black/Hispanic/Native,649,0.3,11.1,2017
792,Shelby County Schools,200,Highland Oaks Middle,2018,Economically Disadvantaged,285,0.7,17.1,2017
792,Shelby County Schools,200,Highland Oaks Middle,2018,English Learners,0,*,*,
792,Shelby County Schools,200,Highland Oaks Middle,2018,Students with Disabilities,86,1.2,13.5,2017
792,Shelby County Schools,205,Lowrance Elementary/Middle,2018,All Students,801,7.9,11.5,2017
792,Shelby County Schools,205,Lowrance Elementary/Middle,2018,Black/Hispanic/Native,778,7.6,11.4,2017
792,Shelby County Schools,205,Lowrance Elementary/Middle,2018,Economically Disadvantaged,354,13.3,18.5,2017
792,Shelby County Schools,205,Lowrance Elementary/Middle,2018,English Learners,66,1.5,9.6,2017
792,Shelby County Schools,205,Lowrance Elementary/Middle,2018,Students with Disabilities,100,8.0,11.5,2017
792,Shelby County Schools,300,Belle Forest Community School,2018,All Students,1171,10.7,15.1,2017
792,Shelby County Schools,300,Belle Forest Community School,2018,Black/Hispanic/Native,1163,10.7,15,2017
792,Shelby County Schools,300,Belle Forest Community School,2018,Economically Disadvantaged,799,13.8,17.2,2017
792,Shelby County Schools,300,Belle Forest Community School,2018,English Learners,101,3.0,8.3,2017
792,Shelby County Schools,300,Belle Forest Community School,2018,Students with Disabilities,87,11.5,25.3,2017
792,Shelby County Schools,2005,A. B. Hill Elementary,2018,All Students,246,13.8,33.3,2017
792,Shelby County Schools,2005,A. B. Hill Elementary,2018,Black/Hispanic/Native,242,13.6,33.5,2017
792,Shelby County Schools,2005,A. B. Hill Elementary,2018,Economically Disadvantaged,216,14.8,34.7,2017
792,Shelby County Schools,2005,A. B. Hill Elementary,2018,English Learners,,*,*,
792,Shelby County Schools,2005,A. B. Hill Elementary,2018,Students with Disabilities,59,15.3,31.1,2017
792,Shelby County Schools,2007,Kate Bond Middle School,2018,All Students,980,8.8,7.5,2017
792,Shelby County Schools,2007,Kate Bond Middle School,2018,Black/Hispanic/Native,845,9.0,6.1,2017
792,Shelby County Schools,2007,Kate Bond Middle School,2018,Economically Disadvantaged,414,11.6,10.6,2017
792,Shelby County Schools,2007,Kate Bond Middle School,2018,English Learners,153,6.5,5.6,2017
792,Shelby County Schools,2007,Kate Bond Middle School,2018,Students with Disabilities,153,14.4,16.4,2017
792,Shelby County Schools,2015,Alcy Elementary,2018,All Students,199,19.1,15.5,2017
792,Shelby County Schools,2015,Alcy Elementary,2018,Black/Hispanic/Native,198,19.2,15.6,2017
792,Shelby County Schools,2015,Alcy Elementary,2018,Economically Disadvantaged,186,19.9,15.9,2017
792,Shelby County Schools,2015,Alcy Elementary,2018,English Learners,,*,*,
792,Shelby County Schools,2015,Alcy Elementary,2018,Students with Disabilities,0,*,*,
792,Shelby County Schools,2020,Alton Elementary,2018,All Students,255,8.2,4.9,2017
792,Shelby County Schools,2020,Alton Elementary,2018,Black/Hispanic/Native,254,8.3,4.9,2017
792,Shelby County Schools,2020,Alton Elementary,2018,Economically Disadvantaged,222,9.0,5.2,2017
792,Shelby County Schools,2020,Alton Elementary,2018,English Learners,,*,*,
792,Shelby County Schools,2020,Alton Elementary,2018,Students with Disabilities,0,*,*,
792,Shelby County Schools,2023,American Way Middle,2018,All Students,624,12.5,17.4,2017
792,Shelby County Schools,2023,American Way Middle,2018,Black/Hispanic/Native,614,12.7,17.4,2017
792,Shelby County Schools,2023,American Way Middle,2018,Economically Disadvantaged,464,13.8,18.4,2017
792,Shelby County Schools,2023,American Way Middle,2018,English Learners,111,9.0,11.8,2017
792,Shelby County Schools,2023,American Way Middle,2018,Students with Disabilities,106,8.5,20.5,2017
792,Shelby County Schools,2025,Avon School,2018,All Students,,*,*,
792,Shelby County Schools,2025,Avon School,2018,Black/Hispanic/Native,,*,*,
792,Shelby County Schools,2025,Avon School,2018,Economically Disadvantaged,,*,*,
792,Shelby County Schools,2025,Avon School,2018,English Learners,,*,*,
792,Shelby County Schools,2025,Avon School,2018,Students with Disabilities,,*,*,
792,Shelby County Schools,2030,B. T. Washington High,2018,All Students,506,22.9,40.9,2017
792,Shelby County Schools,2030,B. T. Washington High,2018,Black/Hispanic/Native,504,23.0,41,2017
792,Shelby County Schools,2030,B. T. Washington High,2018,Economically Disadvantaged,432,24.3,42,2017
792,Shelby County Schools,2030,B. T. Washington High,2018,English Learners,,*,*,
792,Shelby County Schools,2030,B. T. Washington High,2018,Students with Disabilities,93,22.6,41.1,2017
792,Shelby County Schools,2040,Bellevue Middle,2018,All Students,534,1.5,2.9,2017
792,Shelby County Schools,2040,Bellevue Middle,2018,Black/Hispanic/Native,518,1.5,2.8,2017
792,Shelby County Schools,2040,Bellevue Middle,2018,Economically Disadvantaged,215,1.9,4.4,2017
792,Shelby County Schools,2040,Bellevue Middle,2018,English Learners,0,*,*,
792,Shelby County Schools,2040,Bellevue Middle,2018,Students with Disabilities,0,*,*,
792,Shelby County Schools,2045,Berclair Elementary,2018,All Students,616,9.6,14.3,2017
792,Shelby County Schools,2045,Berclair Elementary,2018,Black/Hispanic/Native,432,7.9,12.9,2017
792,Shelby County Schools,2045,Berclair Elementary,2018,Economically Disadvantaged,372,11.3,18.4,2017
792,Shelby County Schools,2045,Berclair Elementary,2018,English Learners,287,4.9,9.5,2017
792,Shelby County Schools,2045,Berclair Elementary,2018,Students with Disabilities,67,13.4,21.2,2017
792,Shelby County Schools,2049,Chimneyrock Elementary School,2018,All Students,900,7.0,10.9,2017
792,Shelby County Schools,2049,Chimneyrock Elementary School,2018,Black/Hispanic/Native,717,6.4,10.2,2017
792,Shelby County Schools,2049,Chimneyrock Elementary School,2018,Economically Disadvantaged,328,9.5,16.4,2017
792,Shelby County Schools,2049,Chimneyrock Elementary School,2018,English Learners,125,7.2,6.3,2017
792,Shelby County Schools,2049,Chimneyrock Elementary School,2018,Students with Disabilities,106,8.5,17.4,2017
792,Shelby County Schools,2050,Bethel Grove Elementary,2018,All Students,223,13.5,17.9,2017
792,Shelby County Schools,2050,Bethel Grove Elementary,2018,Black/Hispanic/Native,221,13.6,17.9,2017
792,Shelby County Schools,2050,Bethel Grove Elementary,2018,Economically Disadvantaged,179,15.1,18.6,2017
792,Shelby County Schools,2050,Bethel Grove Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,2050,Bethel Grove Elementary,2018,Students with Disabilities,43,18.6,40.4,2017
792,Shelby County Schools,2053,William Herbert Brewster Elementary School,2018,All Students,415,4.1,10.9,2017
792,Shelby County Schools,2053,William Herbert Brewster Elementary School,2018,Black/Hispanic/Native,400,4.3,11.2,2017
792,Shelby County Schools,2053,William Herbert Brewster Elementary School,2018,Economically Disadvantaged,313,4.5,12.6,2017
792,Shelby County Schools,2053,William Herbert Brewster Elementary School,2018,English Learners,71,2.8,4.4,2017
792,Shelby County Schools,2053,William Herbert Brewster Elementary School,2018,Students with Disabilities,77,6.5,17.4,2017
792,Shelby County Schools,2057,Brownsville Road Elementary,2018,All Students,555,6.3,14.6,2017
792,Shelby County Schools,2057,Brownsville Road Elementary,2018,Black/Hispanic/Native,518,6.6,14.8,2017
792,Shelby County Schools,2057,Brownsville Road Elementary,2018,Economically Disadvantaged,328,8.8,17.6,2017
792,Shelby County Schools,2057,Brownsville Road Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,2057,Brownsville Road Elementary,2018,Students with Disabilities,54,14.8,23.5,2017
792,Shelby County Schools,2060,Bruce Elementary,2018,All Students,424,10.4,15.6,2017
792,Shelby County Schools,2060,Bruce Elementary,2018,Black/Hispanic/Native,406,10.1,16,2017
792,Shelby County Schools,2060,Bruce Elementary,2018,Economically Disadvantaged,310,12.6,18,2017
792,Shelby County Schools,2060,Bruce Elementary,2018,English Learners,59,1.7,0,2017
792,Shelby County Schools,2060,Bruce Elementary,2018,Students with Disabilities,30,13.3,*,
792,Shelby County Schools,2070,Campus Elementary,2018,All Students,324,0,0,2017
792,Shelby County Schools,2070,Campus Elementary,2018,Black/Hispanic/Native,84,0,0,2017
792,Shelby County Schools,2070,Campus Elementary,2018,Economically Disadvantaged,0,*,*,
792,Shelby County Schools,2070,Campus Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,2070,Campus Elementary,2018,Students with Disabilities,0,*,*,
792,Shelby County Schools,2090,Central High,2018,All Students,1489,17.2,20.5,2017
792,Shelby County Schools,2090,Central High,2018,Black/Hispanic/Native,1333,18.2,20.9,2017
792,Shelby County Schools,2090,Central High,2018,Economically Disadvantaged,650,25.4,28.2,2017
792,Shelby County Schools,2090,Central High,2018,English Learners,61,4.9,21.6,2017
792,Shelby County Schools,2090,Central High,2018,Students with Disabilities,117,24.8,23.9,2017
792,Shelby County Schools,2095,Charjean Elementary,2018,All Students,349,6.6,14.3,2017
792,Shelby County Schools,2095,Charjean Elementary,2018,Black/Hispanic/Native,345,6.7,14.4,2017
792,Shelby County Schools,2095,Charjean Elementary,2018,Economically Disadvantaged,288,7.6,15,2017
792,Shelby County Schools,2095,Charjean Elementary,2018,English Learners,95,0,2.8,2017
792,Shelby County Schools,2095,Charjean Elementary,2018,Students with Disabilities,30,10.0,*,
792,Shelby County Schools,2100,Cherokee Elementary,2018,All Students,463,3.5,16.8,2017
792,Shelby County Schools,2100,Cherokee Elementary,2018,Black/Hispanic/Native,458,3.5,17.1,2017
792,Shelby County Schools,2100,Cherokee Elementary,2018,Economically Disadvantaged,383,4.2,17.1,2017
792,Shelby County Schools,2100,Cherokee Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,2100,Cherokee Elementary,2018,Students with Disabilities,40,2.5,17.6,2017
792,Shelby County Schools,2108,Chickasaw Middle,2018,All Students,305,15.4,24.6,2017
792,Shelby County Schools,2108,Chickasaw Middle,2018,Black/Hispanic/Native,304,15.5,24.7,2017
792,Shelby County Schools,2108,Chickasaw Middle,2018,Economically Disadvantaged,257,14.4,24.8,2017
792,Shelby County Schools,2108,Chickasaw Middle,2018,English Learners,0,*,*,
792,Shelby County Schools,2108,Chickasaw Middle,2018,Students with Disabilities,71,9.9,34.6,2017
792,Shelby County Schools,2115,Colonial Middle,2018,All Students,916,9.9,13.5,2017
792,Shelby County Schools,2115,Colonial Middle,2018,Black/Hispanic/Native,858,9.8,12.5,2017
792,Shelby County Schools,2115,Colonial Middle,2018,Economically Disadvantaged,502,13.5,17.9,2017
792,Shelby County Schools,2115,Colonial Middle,2018,English Learners,128,7.8,7.2,2017
792,Shelby County Schools,2115,Colonial Middle,2018,Students with Disabilities,94,18.1,27,2017
792,Shelby County Schools,2116,Kate Bond Elementary School,2018,All Students,794,5.7,10.4,2017
792,Shelby County Schools,2116,Kate Bond Elementary School,2018,Black/Hispanic/Native,650,5.8,9.7,2017
792,Shelby County Schools,2116,Kate Bond Elementary School,2018,Economically Disadvantaged,332,7.5,14.4,2017
792,Shelby County Schools,2116,Kate Bond Elementary School,2018,English Learners,320,5.3,9.7,2017
792,Shelby County Schools,2116,Kate Bond Elementary School,2018,Students with Disabilities,83,3.6,15.8,2017
792,Shelby County Schools,2117,Cordova Elementary,2018,All Students,818,7.5,11.6,2017
792,Shelby County Schools,2117,Cordova Elementary,2018,Black/Hispanic/Native,652,7.8,12.4,2017
792,Shelby County Schools,2117,Cordova Elementary,2018,Economically Disadvantaged,316,12.7,20.3,2017
792,Shelby County Schools,2117,Cordova Elementary,2018,English Learners,79,2.5,6.8,2017
792,Shelby County Schools,2117,Cordova Elementary,2018,Students with Disabilities,100,9.0,18.6,2017
792,Shelby County Schools,2118,Cordova Middle,2018,All Students,685,0.9,4,2017
792,Shelby County Schools,2118,Cordova Middle,2018,Black/Hispanic/Native,564,1.1,3.7,2017
792,Shelby County Schools,2118,Cordova Middle,2018,Economically Disadvantaged,221,0.9,5.4,2017
792,Shelby County Schools,2118,Cordova Middle,2018,English Learners,50,0,0,2017
792,Shelby County Schools,2118,Cordova Middle,2018,Students with Disabilities,84,2.4,2.5,2017
792,Shelby County Schools,2119,Cordova High School,2018,All Students,2302,26.8,17.2,2017
792,Shelby County Schools,2119,Cordova High School,2018,Black/Hispanic/Native,2000,26.7,16.7,2017
792,Shelby County Schools,2119,Cordova High School,2018,Economically Disadvantaged,725,37.5,23.5,2017
792,Shelby County Schools,2119,Cordova High School,2018,English Learners,192,28.6,20.4,2017
792,Shelby County Schools,2119,Cordova High School,2018,Students with Disabilities,283,29.7,19.8,2017
792,Shelby County Schools,2126,Craigmont High,2018,All Students,837,15.1,27.3,2017
792,Shelby County Schools,2126,Craigmont High,2018,Black/Hispanic/Native,810,15.3,27.8,2017
792,Shelby County Schools,2126,Craigmont High,2018,Economically Disadvantaged,494,18.0,34.8,2017
792,Shelby County Schools,2126,Craigmont High,2018,English Learners,0,*,*,
792,Shelby County Schools,2126,Craigmont High,2018,Students with Disabilities,121,21.5,35.3,2017
792,Shelby County Schools,2128,Craigmont Middle,2018,All Students,525,3.8,10,2017
792,Shelby County Schools,2128,Craigmont Middle,2018,Black/Hispanic/Native,503,3.8,10.1,2017
792,Shelby County Schools,2128,Craigmont Middle,2018,Economically Disadvantaged,356,5.3,11.3,2017
792,Shelby County Schools,2128,Craigmont Middle,2018,English Learners,0,*,*,
792,Shelby County Schools,2128,Craigmont Middle,2018,Students with Disabilities,82,1.2,13.4,2017
792,Shelby County Schools,2130,Cromwell Elementary,2018,All Students,513,6.6,13.5,2017
792,Shelby County Schools,2130,Cromwell Elementary,2018,Black/Hispanic/Native,503,6.6,13.7,2017
792,Shelby County Schools,2130,Cromwell Elementary,2018,Economically Disadvantaged,390,7.7,16.4,2017
792,Shelby County Schools,2130,Cromwell Elementary,2018,English Learners,62,1.6,1.4,2017
792,Shelby County Schools,2130,Cromwell Elementary,2018,Students with Disabilities,61,6.6,13,2017
792,Shelby County Schools,2133,Crump Elementary,2018,All Students,588,9.4,15.5,2017
792,Shelby County Schools,2133,Crump Elementary,2018,Black/Hispanic/Native,583,9.3,15.4,2017
792,Shelby County Schools,2133,Crump Elementary,2018,Economically Disadvantaged,405,12.1,18.8,2017
792,Shelby County Schools,2133,Crump Elementary,2018,English Learners,86,2.3,5.4,2017
792,Shelby County Schools,2133,Crump Elementary,2018,Students with Disabilities,65,15.4,23.2,2017
792,Shelby County Schools,2135,Cummings Elementary/Middle,2018,All Students,473,9.7,17.8,2017
792,Shelby County Schools,2135,Cummings Elementary/Middle,2018,Black/Hispanic/Native,473,9.7,17.7,2017
792,Shelby County Schools,2135,Cummings Elementary/Middle,2018,Economically Disadvantaged,408,10.8,19.8,2017
792,Shelby County Schools,2135,Cummings Elementary/Middle,2018,English Learners,,*,*,
792,Shelby County Schools,2135,Cummings Elementary/Middle,2018,Students with Disabilities,40,20.0,11.8,2017
792,Shelby County Schools,2145,Delano Elementary,2018,All Students,228,3.1,6.9,2017
792,Shelby County Schools,2145,Delano Elementary,2018,Black/Hispanic/Native,222,3.2,6.7,2017
792,Shelby County Schools,2145,Delano Elementary,2018,Economically Disadvantaged,136,3.7,8.7,2017
792,Shelby County Schools,2145,Delano Elementary,2018,English Learners,,*,*,
792,Shelby County Schools,2145,Delano Elementary,2018,Students with Disabilities,0,*,*,
792,Shelby County Schools,2153,Double Tree Elementary,2018,All Students,338,10.9,15.4,2017
792,Shelby County Schools,2153,Double Tree Elementary,2018,Black/Hispanic/Native,334,10.8,15.6,2017
792,Shelby County Schools,2153,Double Tree Elementary,2018,Economically Disadvantaged,217,15.2,20.4,2017
792,Shelby County Schools,2153,Double Tree Elementary,2018,English Learners,,*,*,
792,Shelby County Schools,2153,Double Tree Elementary,2018,Students with Disabilities,37,35.1,25.8,2017
792,Shelby County Schools,2155,Douglass Elementary/Middle,2018,All Students,416,24.3,14.9,2017
792,Shelby County Schools,2155,Douglass Elementary/Middle,2018,Black/Hispanic/Native,416,24.3,14.9,2017
792,Shelby County Schools,2155,Douglass Elementary/Middle,2018,Economically Disadvantaged,354,27.4,16.6,2017
792,Shelby County Schools,2155,Douglass Elementary/Middle,2018,English Learners,0,*,*,
792,Shelby County Schools,2155,Douglass Elementary/Middle,2018,Students with Disabilities,42,33.3,29.7,2017
792,Shelby County Schools,2160,Douglass High,2018,All Students,534,32.0,25.6,2017
792,Shelby County Schools,2160,Douglass High,2018,Black/Hispanic/Native,529,31.9,25.6,2017
792,Shelby County Schools,2160,Douglass High,2018,Economically Disadvantaged,401,34.7,28.8,2017
792,Shelby County Schools,2160,Douglass High,2018,English Learners,0,*,*,
792,Shelby County Schools,2160,Douglass High,2018,Students with Disabilities,82,36.6,28.4,2017
792,Shelby County Schools,2162,Downtown Elementary,2018,All Students,606,6.6,6.6,2017
792,Shelby County Schools,2162,Downtown Elementary,2018,Black/Hispanic/Native,578,6.6,6.5,2017
792,Shelby County Schools,2162,Downtown Elementary,2018,Economically Disadvantaged,326,10.1,9.5,2017
792,Shelby County Schools,2162,Downtown Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,2162,Downtown Elementary,2018,Students with Disabilities,36,8.3,0,2017
792,Shelby County Schools,2165,Dunbar Elementary,2018,All Students,239,13.0,30.8,2017
792,Shelby County Schools,2165,Dunbar Elementary,2018,Black/Hispanic/Native,239,13.0,30.8,2017
792,Shelby County Schools,2165,Dunbar Elementary,2018,Economically Disadvantaged,201,14.9,34.4,2017
792,Shelby County Schools,2165,Dunbar Elementary,2018,English Learners,,*,*,
792,Shelby County Schools,2165,Dunbar Elementary,2018,Students with Disabilities,0,*,*,
792,Shelby County Schools,2180,East High,2018,All Students,375,21.1,52.4,2017
792,Shelby County Schools,2180,East High,2018,Black/Hispanic/Native,358,22.1,52.3,2017
792,Shelby County Schools,2180,East High,2018,Economically Disadvantaged,196,32.7,59.3,2017
792,Shelby County Schools,2180,East High,2018,English Learners,0,*,*,
792,Shelby County Schools,2180,East High,2018,Students with Disabilities,41,29.3,55.8,2017
792,Shelby County Schools,2183,Egypt Elementary,2018,All Students,493,8.5,16.4,2017
792,Shelby County Schools,2183,Egypt Elementary,2018,Black/Hispanic/Native,483,8.5,16.1,2017
792,Shelby County Schools,2183,Egypt Elementary,2018,Economically Disadvantaged,369,10.6,18.5,2017
792,Shelby County Schools,2183,Egypt Elementary,2018,English Learners,113,1.8,7.3,2017
792,Shelby County Schools,2183,Egypt Elementary,2018,Students with Disabilities,30,3.3,*,
792,Shelby County Schools,2185,Evans Elementary,2018,All Students,447,7.6,14.8,2017
792,Shelby County Schools,2185,Evans Elementary,2018,Black/Hispanic/Native,433,7.4,14.9,2017
792,Shelby County Schools,2185,Evans Elementary,2018,Economically Disadvantaged,348,8.6,16.1,2017
792,Shelby County Schools,2185,Evans Elementary,2018,English Learners,119,2.5,7.9,2017
792,Shelby County Schools,2185,Evans Elementary,2018,Students with Disabilities,31,6.5,*,
792,Shelby County Schools,2210,Ford Road Elementary,2018,All Students,532,12.2,19.3,2017
792,Shelby County Schools,2210,Ford Road Elementary,2018,Black/Hispanic/Native,531,12.2,19.3,2017
792,Shelby County Schools,2210,Ford Road Elementary,2018,Economically Disadvantaged,440,13.4,21.5,2017
792,Shelby County Schools,2210,Ford Road Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,2210,Ford Road Elementary,2018,Students with Disabilities,63,12.7,20.5,2017
792,Shelby County Schools,2215,Fox Meadows Elementary,2018,All Students,569,17.8,23.7,2017
792,Shelby County Schools,2215,Fox Meadows Elementary,2018,Black/Hispanic/Native,565,17.7,23.9,2017
792,Shelby County Schools,2215,Fox Meadows Elementary,2018,Economically Disadvantaged,411,19.0,25.6,2017
792,Shelby County Schools,2215,Fox Meadows Elementary,2018,English Learners,36,0,11.1,2017
792,Shelby County Schools,2215,Fox Meadows Elementary,2018,Students with Disabilities,70,25.7,34,2017
792,Shelby County Schools,2230,Gardenview Elementary,2018,All Students,273,17.6,10,2017
792,Shelby County Schools,2230,Gardenview Elementary,2018,Black/Hispanic/Native,273,17.6,10,2017
792,Shelby County Schools,2230,Gardenview Elementary,2018,Economically Disadvantaged,208,20.7,12.3,2017
792,Shelby County Schools,2230,Gardenview Elementary,2018,English Learners,0,*,*,
792,Shelby County Schools,2230,Gardenview Elementary,2018,Students with Disabilities,74,21.6,15.7,2017
792,Shelby County Schools,2240,Geeter Middle,2018,All Students,285,13.0,20.6,2017
792,Shelby County Schools,2240,Geeter Middle,2018,Black/Hispanic/Native,285,13.0,20.6,2017
792,Shelby County Schools,2240,Geeter Middle,2018,Economically Disadvantaged,231,13.9,21.5,2017
792,Shelby County Schools,2240,Geeter Middle,2018,English Learners,0,*,*,
792,Shelby County Schools,2240,Geeter Middle,2018,Students with Disabilities,45,20.0,20,2017
